Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
ALV,"Autoliv, Inc.",102.77,9069646735.3,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",45.33,4574393225.49,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",723.91,20613337250,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",182.83,25108224536.04,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",42.93,13265524075.77,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,Avenue Income Credit Strategies Fund,14.26,186436266.72,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,Avery Dennison Corporation,81.14,7150349147.42,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,7.18,894796090.98,n/a,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,39.75,2556397667.25,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AVT,"Avnet, Inc.",46.03,5933019036.39,n/a,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",4.33,1896504281.83,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,15.52,2603760756.8,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,29.24,7056794758,n/a,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,68.74,5919788439.6,n/a,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXS^C.CL,Axis Capital Holdings Limited,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c.cl
AXS^D,Axis Capital Holdings Limited,24.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,23.17,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^e
AXON          ,Axovant Sciences Ltd.,12.86,1275219706.34,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AZRE,Azure Power Global Limited,17.1,443162847.6,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,58.65,1522198639.65,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",42.2,2805222802.8,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,Babcock,10.15,494288607.75,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,20.3,407174334.7,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",35.75,1040758039.75,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,Baker Hughes Incorporated,59.97,25506776232,n/a,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,BalckRock Taxable Municipal Bond Trust,22.3,1273587119,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,72.73,12731945139.13,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,Baltimore Gas & Electric Company,25.8201,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,"Banc of California, Inc.",19.95,993140506.05,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",26.7601,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",26.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25.5856,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7,45966306694,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,10.63,58803937550,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,10.13,56037995050,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,72.82,11927362932.1,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.34,1109785104.48,n/a,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,Banco Santander Brasil SA,10.99,84131461260,n/a,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,22.68,10684893870,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",5.58,80544468590.82,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",25.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",24.4,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",25.435,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",26.13,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,36.93,8880067777.5,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,"BancorpSouth, Inc.",31.3,2933781489.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,25.25,253134329793,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,25.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,25.63,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,25.21,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,22.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,26.19,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1186,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,26.1706,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.52,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,20.5013,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,20.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,23.61,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,22.81,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,85.08,3628189465.68,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,77.04,49973508141.12,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),34.3,1828202759.6,n/a,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),47.9,49694140819.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.02,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),59.78,72301015571.96,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,"Bankrate, Inc.",11,991468225,n/a,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,"BankUnited, Inc.",39.71,4221138809.69,n/a,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,11.08,46994342736.84,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
BCS^A.CL,Barclays PLC,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^a.cl
BCS^D,Barclays PLC,25.93,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,14.99,296068314.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.18,147034702.98,n/a,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",9.31,432429809.35,n/a,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",9,652213602,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",50.52,2719153772.76,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,"Barracuda Networks, Inc.",22.95,1211218173.45,n/a,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,Barrick Gold Corporation,18.02,21003644759.42,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",37.29,963037407.09,n/a,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,50.68,27371367416.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,3.76,877768202.4,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,48.23,38988851735.47,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.1599,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.08,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,24.38,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,24.63,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,25.11,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,17.41,3115681117.03,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BCE,"BCE, Inc.",43.42,37810278938.64,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",12.19,408909015.32,n/a,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",184.49,39264099931.65,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,Belden Inc,70.87,2989481783.31,n/a,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,100.89,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,0.785,193569874.98,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,12.35,1257291243.65,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",48.77,4508809324.36,n/a,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",30.95,1536025101.8,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",35.4,1264845540,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
BBY,"Best Buy Co., Inc.",43.89,13661998837.41,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/bby
BGCA,"BGC Partners, Inc.",25.53,0,n/a,2012,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,38.34,102031231351.5,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,33.06,87979981963.5,n/a,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",53.57,2387072771.6,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,420.99,870427978.26,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bh
BBG,Bill Barrett Corporation,4.91,371788362.04,n/a,2004,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bbg
BIOA,BioAmber Inc.,3.5,121973519.5,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bioa
BIOA.WS,BioAmber Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bioa.ws
BIO,"Bio-Rad Laboratories, Inc.",195.08,5769860091.36,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,21.9,1548899947.5,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,64.53,3444886233.27,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,72.1708,0,n/a,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/bkhu
BKFS,"Black Knight Financial Services, Inc.",38.25,5921174358,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bkfs
BSM,"Black Stone Minerals, L.P.",17.23,3312696555.62,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bsm
BGIO,BlackRock 2022 Global Income Opportunity Trust,10.0708,0,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/bgio
BJZ,Blackrock California Municipal 2018 Term Trust,15.1412,97403763.5536,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,14.39,458932945.49,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,14.38,634465732,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,13.36,720573283.36,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",11.05,1398926331.4,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,13.03,1408388855.1,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.72,730207626.6,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/dsu
BHL,Blackrock Defined Opportunity Credit Trust,13.87,125440848.67,n/a,2008,n/a,n/a,http://www.nasdaq.com/symbol/bhl
BGR,BlackRock Energy and Resources Trust,14.14,421730109.64,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,8.46,1598756604.12,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.19,95190462.54,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,14.72,548062223.36,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,15.02,83543162.56,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,14.43,341460437.76,n/a,2004,n/a,n/a,http://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,12.39,860896364.79,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/boe
BME,Blackrock Health Sciences Trust,34.43,286200614.48,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/bme
BAF,BlackRock Income Investment Quality Trust,14.35,125554148.3,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/baf
BKT,BlackRock Income Trust Inc. (The),6.25,399640843.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bkt
BGY,"BLACKROCK INTERNATIONAL, LTD.",5.72,629138664.44,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/bgy
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),14.43,247991945.37,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/bkn
BTA,BlackRock Long-Term Municipal Advantage Trust,11.38,152745170.86,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/bta
BIT,BlackRock Multi-Sector Income Trust,17.46,670841555.04,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/bit
MUI,Blackrock Muni Intermediate Duration Fund Inc,13.73,525807732.18,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/mui
MNE,Blackrock Muni New York Intermediate Duration Fund Inc,13.51,56874992.44,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/mne
MUA,"Blackrock MuniAssets Fund, Inc.",13.8518,497186355.8306,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/mua
BPK,Blackrock Municipal 2018 Term Trust,15.08,239893062.24,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/bpk
BKK,Blackrock Municipal 2020 Term Trust,15.63,316298495.64,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/bkk
BBK,Blackrock Municipal Bond Trust,15.15,159326793,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/bbk
BBF,BlackRock Municipal Income Investment Trust,14.2579,145550802.6128,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bbf
BYM,Blackrock Municipal Income Quality Trust,14.03,370480010.19,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/bym
BFK,BlackRock Municipal Income Trust,14.08,630854287.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bfk
BTT,BlackRock Municipal Target Term Trust Inc. (The),22.36,1576504567.56,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/btt
MEN,"Blackrock MuniEnhanced Fund, Inc.",11.37,337052746.17,n/a,1989,n/a,n/a,http://www.nasdaq.com/symbol/men
MUC,"Blackrock MuniHoldings California Quality Fund,  Inc.",14.12,578955059.96,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/muc
MUH,"Blackrock MuniHoldings Fund II, Inc.",15.0982,170821004.6036,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/muh
MHD,"Blackrock MuniHoldings Fund, Inc.",16.477,233364492.465,n/a,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhd
MFL,Blackrock MuniHoldings Investment Quality Fund,14.34,542354774.76,n/a,1997,n/a,n/a,http://www.nasdaq.com/symbol/mfl
MUJ,"Blackrock MuniHoldings New Jersey Insured Fund, Inc.",14.26,429994114.9,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/muj
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",13.58,422772872.34,n/a,1997,n/a,n/a,http://www.nasdaq.com/symbol/mhn
MUE,"Blackrock MuniHoldings Quality Fund II, Inc.",13.14,295850043.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mue
MUS,"Blackrock MuniHoldings Quality Fund, Inc.",13.26,172583872.5,n/a,1998,n/a,n/a,http://www.nasdaq.com/symbol/mus
MVT,"Blackrock MuniVest Fund II, Inc.",15.55,328597250.8,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/mvt
MYC,"Blackrock MuniYield California Fund, Inc.",15.08,322074658.88,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/myc
MCA,"Blackrock MuniYield California Insured Fund, Inc.",14.53,499783339.03,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/mca
MYD,"Blackrock MuniYield Fund, Inc.",14.34,670495293.96,n/a,1991,n/a,n/a,http://www.nasdaq.com/symbol/myd
MYF,Blackrock MuniYield Investment Fund,15.296,208737965.312,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/myf
MFT,Blackrock MuniYield Investment QualityFund,14.01,118722617.34,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/mft
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc.",13.49,399010848.81,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/miy
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",15.3601,219726814.1838,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/myj
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",12.84,508291738.56,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/myn
MPA,Blackrock MuniYield Pennsylvania Quality Fund,14.19,189470059.35,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/mpa
MQT,"Blackrock MuniYield Quality Fund II, Inc.",12.77,288065774.93,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqt
MYI,"Blackrock MuniYield Quality Fund III, Inc.",13.72,932813415.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/myi
MQY,"Blackrock MuniYield Quality Fund, Inc.",14.71,451600368.59,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/mqy
BNJ,BlackRock New Jersey Municipal Income Trust,14.622,112086198.492,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bnj
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,14.39,186325576.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bny
BLH,Blackrock New York Municipal 2018 Term Trust,14.95,54313768.6,n/a,2001,n/a,n/a,http://www.nasdaq.com/symbol/blh
BQH,Blackrock New York Municipal Bond Trust,14.3,40041501.5,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/bqh
BSE,Blackrock New York Municipal Income Quality Trust,13.0802,85278456.732,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/bse
BCX,BlackRock Resources,8.56,847951751.04,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/bcx
BST,BlackRock Science and Technology Trust,19.79,445425245.68,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/bst
BSD,BlackRock Strategic Municipal Trust Inc. (The),13.44,98198110.08,n/a,1999,n/a,n/a,http://www.nasdaq.com/symbol/bsd
BUI,BlackRock Utility and Infrastructure Trust,20.03,338646488.92,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/bui
BLK,"BlackRock, Inc.",387.66,63513362710.98,n/a,1999,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/blk
BGB,Blackstone / GSO Strategic Credit Fund,16.03,715970043.46,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgb
BGX,Blackstone GSO Long Short Credit Income Fund,16.37,207934359.2,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/bgx
BSL,Blackstone GSO Senior Floating Rate Term Fund,18.18,276657495.12,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/bsl
BCRH,Blue Capital Reinsurance Holdings Ltd.,19.45,170305580.95,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bcrh
BXC,BlueLinx Holdings Inc.,7.22,65205718.86,n/a,2004,Capital Goods,Wholesale Distributors,http://www.nasdaq.com/symbol/bxc
BWP,Boardwalk Pipeline Partners L.P.,18.52,4635496402.64,n/a,2005,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/bwp
BA,Boeing Company (The),180.93,110815760877.99,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/ba
BCC,"Boise Cascade, L.L.C.",28.15,1080440857.7,n/a,2013,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bcc
BCEI,"Bonanza Creek Energy, Inc.",1.48,73510158.48,n/a,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bcei
BOOT,"Boot Barn Holdings, Inc.",9.86,261730860.32,n/a,2014,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/boot
BAH,Booz Allen Hamilton Holding Corporation,35.94,5389328322.78,n/a,2010,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/bah
BWA,BorgWarner Inc.,41.9,8911751517.3,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/bwa
SAM,"Boston Beer Company, Inc. (The)",155,1938093030,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/sam
BXP,"Boston Properties, Inc.",135.43,20834043472.93,n/a,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxp
BXP^B,"Boston Properties, Inc.",24.92,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bxp^b
BSX,Boston Scientific Corporation,24.76,33759978726.4,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bsx
BOX,"Box, Inc.",16.71,2166468377.1,n/a,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/box
BYD,Boyd Gaming Corporation,19.94,2254259372.5,n/a,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/byd
BP,BP p.l.c.,33.97,107101314864.81,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bp
BPT,BP Prudhoe Bay Royalty Trust,18.7,400180000,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/bpt
BERY,BPC Acquisition Corp,50.36,6486368000,n/a,2012,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/bery
BRC,Brady Corporation,38.8,1984783231.6,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/brc
